StorageUnit,name,carrier,bus,p_nom,capital_cost,max_hours,efficiency_store,efficiency_dispatch,cyclic_state_of_charge,p_min_pu,build_year,control,type,p_nom_extendable,p_nom_min,p_nom_max,p_max_pu,p_set,q_set,sign,marginal_cost,lifetime,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge_per_period,standing_loss,inflow,p_nom_opt,country,bidding_zone,p_set_before_scaling
380 hydro,Svartelva 2,hydro,6867,15.5,177831.093925293,1241.29032258065,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.73403905273153,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,15.5
381 hydro,Svean 3,hydro,6868,27.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,16.9560680273388,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,27.0
382 hydro,Svelgfoss 5,hydro,6725,92.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,57.3717005875577,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,92.0
383 hydro,Skjak 3,hydro,6666,32.0,177831.093925293,2975.625,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,11.3508688363905,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,32.0
384 hydro,Skibotn 3,hydro,7019,70.0,177831.093925293,2186.08,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,28.5102185231819,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,70.0
385 hydro,Klosterfoss 2,hydro,6726,10.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.5478571322756,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,10.5
386 hydro,Kongsvinger,hydro,6626,42.7,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,29.1534940829419,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,42.7
387 hydro,Kurasfoss 5,hydro,7061,10.6,177831.093925293,2170.28301886792,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.6568267070293,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,10.6
388 hydro,Kvaenangsbotn 4,hydro,7019,55.0,177831.093925293,323.658181818182,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,22.4008859825,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,55.0
389 hydro,Kvanndal 2,hydro,6687,40.0,177831.093925293,3589.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,24.9442176467642,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,40.0
390 hydro,Kjosnesfjorden,hydro,6649,84.0,177831.093925293,737.331428571429,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,29.796030695525,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,84.0
391 hydro,Kjensvatn 2,hydro,6944,14.0,177831.093925293,3969.85714285714,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.70204370463637,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,14.0
392 hydro,Kjela,hydro,6702,62.0,177831.093925293,3494.59516129032,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,38.6635373524845,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,62.0
393 hydro,Kistefoss 2,hydro,6719,5.5999,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.82334078489616,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,5.5999
394 hydro,Hol Urunda 3,hydro,6716,106.25,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,37.6884316833278,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,106.25
395 hydro,Gjedrem Holmen 2,hydro,6649,0.28,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,0.0
396 hydro,Holsbru 4,hydro,6666,48.9,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.3455464406092,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,48.9
397 hydro,Holseter 3,hydro,6724,2.0,177831.093925293,765.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,0.0
398 hydro,Hommelfoss 5,hydro,6653,2.8,177831.093925293,186.428571428571,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,0.0
399 hydro,Honefoss 3,hydro,6719,32.28,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,22.0392222247626,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,32.28
400 hydro,Horga 3,hydro,6732,7.2,177831.093925293,1277.76388888889,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,4.91581164864593,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,7.2
401 hydro,Hovatn 2,hydro,6710,45.0,177831.093925293,1666.13333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,28.0622448526097,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,45.0
402 hydro,Hove 3,hydro,6649,60.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,21.2828790682321,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,60.0
403 hydro,Hoyanger,hydro,6648,109.4,177831.093925293,2349.47257769653,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,68.7034756366987,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,109.4
404 hydro,Hoylandsfoss,hydro,6364,8.83,177831.093925293,239.44,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.5064360455232,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,8.83
405 hydro,Hunderfossen 2,hydro,6718,112.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,76.468181201159,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,112.0
406 hydro,Hunsfoss 3,hydro,6365,25.1,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.6524965733445,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,25.1
407 hydro,Innvik 2,hydro,6857,15.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.73403905273153,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,15.5
408 hydro,Iveland 4,hydro,6365,87.0,177831.093925293,286.179310344828,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,54.2536733817121,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,87.0
409 hydro,Jorundland 3,hydro,6710,55.2,177831.093925293,2966.93115942029,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,34.4230203525346,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,55.2
410 hydro,Jossang,hydro,6689,34.0,177831.093925293,519.944117647059,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,21.2025849997496,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,34.0
412 hydro,Kaggefoss 4,hydro,6732,85.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,58.3752633276705,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,85.5
413 hydro,Kaldaga,hydro,6937,17.1,177831.093925293,1161.96,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.96463909637728,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,17.1
414 hydro,Kaldestad 2,hydro,6654,30.3,177831.093925293,1289.86,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.7478539294572,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,30.3
415 hydro,Kalvedalen,hydro,6714,19.0,177831.093925293,3504.42105263158,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.73957837160685,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,19.0
416 hydro,Kammerfoss 4,hydro,6728,1.9,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
417 hydro,Mel 4,hydro,6649,52.096,177831.093925293,2233.41923076923,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,18.4792144656437,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,52.096
418 hydro,Lio 3,hydro,6711,43.0,177831.093925293,1499.46511627907,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,26.8150339702715,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,43.0
419 hydro,Litjfossen 3,hydro,6865,75.0,177831.093925293,1388.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,47.10018896483,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,75.0
420 hydro,Litledalen 2,hydro,6677,17.0,177831.093925293,10.2482352941177,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.6012924998748,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,17.0
421 hydro,Logna 4,hydro,6710,20.2,177831.093925293,2495.36633663366,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.5968299116159,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,20.2
422 hydro,Lomen 2,hydro,6714,54.5,177831.093925293,595.009174311927,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,19.3319484869775,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,54.5
423 hydro,Lopet 3,hydro,6721,29.0,177831.093925293,277.586206896552,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,19.7997969181572,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,29.0
424 hydro,Lutufallet 4,hydro,6721,14.1,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.62679781193162,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,14.1
425 hydro,Mael 2,hydro,6723,37.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,23.3852040438414,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,37.5
426 hydro,Mage 3,hydro,6680,29.55,177831.093925293,143.689655172414,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,18.4275407865471,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,29.55
427 hydro,Malset 5,hydro,6649,20.0,177831.093925293,1903.615,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.09429302274405,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,20.0
428 hydro,Maudal 2,hydro,6360,25.5,177831.093925293,1749.17647058824,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.9019387498122,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,25.5
429 hydro,Melkefoss 3,hydro,7010,22.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,8.96035439300001,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,22.0
430 hydro,Linvasselv,hydro,6940,25.0,177831.093925293,4943.232,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.1822209011364,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,25.0
431 hydro,Leirfossene 3,hydro,6867,45.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,28.260113378898,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,45.0
432 hydro,Leinafoss 2,hydro,6662,7.7,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,2.73130281375646,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,7.7
433 hydro,Laudal 2,hydro,6362,32.0,177831.093925293,5.821875,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,19.9553741174114,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,32.0
434 hydro,Norddalen 2,hydro,6997,7.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.05466627034091,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,7.5
435 hydro,Neverdalsaga 4,hydro,7006,2.1,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,0.0
436 hydro,Kvinen,hydro,6707,80.0,177831.093925293,375.7,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,49.8884352935284,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,80.0
437 hydro,Kvitingen 6,hydro,6653,48.3,177831.093925293,1201.1375,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.1327176499269,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,48.3
438 hydro,Lakshola 3,hydro,7008,30.0,177831.093925293,630.466666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.2186650813636,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,30.0
439 hydro,Langasfoss 5,hydro,6728,3.53,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
440 hydro,Langvatn 3,hydro,6944,95.4,177831.093925293,52.8,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,38.8553549587364,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,95.4
441 hydro,Hogga 6,hydro,6725,17.0,177831.093925293,205.882352941176,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.6012924998748,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,17.0
442 hydro,Hofsfoss 4,hydro,6719,27.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,18.4342936824223,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,27.0
443 hydro,Breiava 3,hydro,6697,14.8,177831.093925293,383.783783783784,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.22936052930275,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,14.8
444 hydro,Bingsfoss 2,hydro,6626,32.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,22.1894275806935,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,32.5
445 hydro,Bjelland 3,hydro,6362,55.71,177831.093925293,7.76,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,34.7410591275308,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,55.71
446 hydro,Bjerka 3,hydro,6934,20.0,177831.093925293,6441.3,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,8.1457767209091,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,20.0
447 hydro,Bjordalen 2,hydro,6722,2.9,177831.093925293,1368.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
448 hydro,Blafalli 3,hydro,6677,126.1,177831.093925293,1099.46933333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,78.6366461314241,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,126.1
449 hydro,Bogna,hydro,6938,57.0,177831.093925293,1750.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,35.7961436132708,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,57.0
450 hydro,Bortveit,hydro,6749,2.4,177831.093925293,659.458333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
451 hydro,Braskereidfoss 3,hydro,6626,35.95,177831.093925293,0.305980528511822,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,24.5449206623363,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,35.95
453 hydro,Brattset 4,hydro,6865,80.0,177831.093925293,13.09,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,50.2402015624853,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,80.0
454 hydro,Brulandsfoss 5,hydro,6647,12.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.85003149413833,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,12.5
455 hydro,Eidesfossen 3,hydro,6675,4.1,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
456 hydro,Byrkjelo 3,hydro,6857,13.27,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,8.33359343417725,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,13.27
457 hydro,Byrte 4,hydro,6711,20.0,177831.093925293,2019.54,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.4721088233821,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,20.0
458 hydro,Daja 4,hydro,7008,30.0,177831.093925293,3658.53666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.2186650813636,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,30.0
459 hydro,Mydalen 3,hydro,6723,7.0,177831.093925293,4221.25714285714,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,4.36523808818374,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,7.0
460 hydro,Dalvatn 4,hydro,6683,35.4,177831.093925293,350.720338983051,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,22.0756326173863,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,35.4
461 hydro,Dividalen 5,hydro,7019,26.0,177831.093925293,3251.58076923077,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.5895097371818,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,26.0
462 hydro,Djupa 4,hydro,6724,14.308,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.07525722847109,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,14.308
463 hydro,Dokka 3,hydro,6718,44.6,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,30.4507221568901,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,44.6
464 hydro,Dovikfoss 5,hydro,6732,15.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.2412742680124,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,15.0
465 hydro,Dynjanfoss 2,hydro,6372,33.0,177831.093925293,1275.0696969697,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,20.5789795585805,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,33.0
466 hydro,Berlifoss 3,hydro,6372,9.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.9242516911065,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,9.5
467 hydro,Berild 3,hydro,6860,15.9,177831.093925293,106.450943396226,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.98524006054396,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,15.9
468 hydro,Bergerfoss 5,hydro,6719,3.3,177831.093925293,1609.63636363636,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,0.0
469 hydro,Begna 6,hydro,6719,5.6,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.82340906005795,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,5.6
470 hydro,Ulefoss 6,hydro,6728,14.2,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,8.85519726460129,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,14.2
471 hydro,Abjora 2,hydro,6712,95.0,177831.093925293,93.7894736842105,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,64.8614036974116,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,95.0
472 hydro,Amdal 5,hydro,6711,21.0,177831.093925293,19.7666666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,13.0957142645512,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,21.0
473 hydro,Amela 4,hydro,6857,32.0,177831.093925293,1510.8,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,20.0960806249941,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,32.0
474 hydro,Amli Gjov 4,hydro,6372,18.495,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,11.5335826344226,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,18.495
475 hydro,Ardalen 7,hydro,6653,2.5,177831.093925293,816.136,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,0.0
476 hydro,Arna 3,hydro,6747,2.2,177831.093925293,108.363636363636,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,0.0
477 hydro,Aroy 2,hydro,6660,94.0,177831.093925293,209.644444444444,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,33.343177206897,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,94.0
478 hydro,Asebotn 3,hydro,6651,15.0,177831.093925293,2525.86,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.32071976705804,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,15.0
479 hydro,Askerudfoss 7,hydro,6719,13.2,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.01232135585088,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,13.2
480 hydro,Asmulfoss 3,hydro,6941,12.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,4.88746603254546,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,12.0
481 hydro,Aunfoss 4,hydro,6941,29.54,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.0313122167827,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,29.54
482 hydro,Bagn 3,hydro,6712,75.5,177831.093925293,26.1456953642384,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,51.5477471489956,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,75.5
483 hydro,Eidefossen 2,hydro,6874,13.2,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,8.28963325781008,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,13.2
484 hydro,Eide 3,hydro,6726,2.39,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
485 hydro,Hodnaberg 3,hydro,6655,32.5,177831.093925293,3779.63076923077,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,11.5282261619591,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,32.5
