StorageUnit,name,carrier,bus,p_nom,capital_cost,max_hours,efficiency_store,efficiency_dispatch,cyclic_state_of_charge,p_min_pu,build_year,control,type,p_nom_extendable,p_nom_min,p_nom_max,p_max_pu,p_set,q_set,sign,marginal_cost,lifetime,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge_per_period,standing_loss,inflow,p_nom_opt,country,bidding_zone,p_set_before_scaling
486 hydro,Hardeland 4,hydro,6677,36.0,177831.093925293,2207.39722222222,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,22.4497958820878,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,36.0
487 hydro,Groa 6,hydro,6872,34.7,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,21.791687427728,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,34.7
488 hydro,Grodemfoss,hydro,6356,3.08,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
489 hydro,Gronsdal 8,hydro,6653,36.0,177831.093925293,437.305555555556,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.7697274409393,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,36.0
490 hydro,Gronvollfoss 7,hydro,6725,33.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,20.5789795585805,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,33.0
491 hydro,Grunnai 8,hydro,6725,25.32,177831.093925293,7.77962085308057,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.7896897704017,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,25.32
492 hydro,Grytaga 2,hydro,6937,49.3,177831.093925293,1367.30208333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,20.0793396170409,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,49.3
493 hydro,Guolasjohka 6,hydro,7019,80.0,177831.093925293,2811.4575,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,32.5831068836364,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,80.0
494 hydro,Haen 4,hydro,6868,25.0,177831.093925293,385.833333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.7000629882767,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,25.0
495 hydro,Hakvik 3,hydro,6997,14.6,177831.093925293,2084.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.94641700626364,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,14.6
496 hydro,Hammeren,hydro,6735,4.882,177831.093925293,1574.8085106383,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,0.0
497 hydro,Hanefoss 5,hydro,6365,22.0,177831.093925293,114.054545454545,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,13.7193197057203,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,22.0
498 hydro,Harpefossen 2,hydro,6713,108.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,73.737174729689,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,108.0
499 hydro,Eidsfoss 7,hydro,6728,27.4,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.0867890880335,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,27.4
500 hydro,Haukland 3,hydro,6360,4.9,177831.093925293,1073.77551020408,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
501 hydro,Haukeli 5,hydro,6710,20.9,177831.093925293,1623.6,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,13.0333537204343,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,20.9
502 hydro,Haverstad 4,hydro,6708,48.0,177831.093925293,41.5333333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,29.933061176117,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,48.0
503 hydro,Heggmoen 5,hydro,7008,10.0,177831.093925293,3213.2,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,4.07288836045455,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,10.0
504 hydro,Hegsetfoss 2,hydro,6870,32.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,20.0960806249941,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,32.0
505 hydro,Hekni 6,hydro,6710,56.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,34.9219047054699,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,56.0
506 hydro,Hellandsfoss 4,hydro,6651,34.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.0602981386649,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,34.0
507 hydro,Hellefoss 6,hydro,6732,11.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.5102677965424,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,11.0
508 hydro,Hensfoss 8,hydro,6719,16.7,177831.093925293,339.712574850299,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,11.4019520183871,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,16.7
510 hydro,Hetland 2,hydro,6356,1.755,177831.093925293,712.77027027027,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
511 hydro,Gresslifoss 6,hydro,7061,25.0,177831.093925293,2.72,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.7000629882767,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,25.0
512 hydro,Gravfoss 7,hydro,6732,48.8,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,33.3182789519335,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,48.8
513 hydro,Grasjo 7,hydro,6872,15.0,177831.093925293,2186.66666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.420037792966,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,15.0
514 hydro,Govddesaga 5,hydro,7006,26.8,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.9153408060182,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,26.8
515 hydro,Eikelandsosen 4,hydro,6747,30.0,177831.093925293,1571.66666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.6414395341161,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,30.0
516 hydro,Eiriksdal 2,hydro,6648,80.0,177831.093925293,652.83,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,50.2402015624853,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,80.0
517 hydro,Embretsfoss 8,hydro,6732,71.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,48.4753648685919,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,71.0
518 hydro,Fagerli 6,hydro,7008,48.32,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,19.6801965577164,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,48.32
519 hydro,Fagervollan 4,hydro,6934,21.0,177831.093925293,2431.42857142857,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,8.55306555695456,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,21.0
520 hydro,Faslefoss 4,hydro,6712,17.8,177831.093925293,397.101123595506,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.1529787980413,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,17.8
521 hydro,Fellesanlegget Kykkelsrud Fossumfoss 2,hydro,6741,230.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,157.032872109523,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,230.0
522 hydro,Finsa 2,hydro,6357,23.0,177831.093925293,641.826086956522,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,14.3429251468894,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,23.0
523 hydro,Fjaeremsfoss 5,hydro,6868,18.8,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,11.806447367184,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,18.8
524 hydro,Fjone 9,hydro,6725,50.0,177831.093925293,2753.52,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,31.1802720584552,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,50.0
525 hydro,Florli 4,hydro,6697,80.0,177831.093925293,2025.625,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,49.8884352935284,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,80.0
526 hydro,Follafoss 2,hydro,6812,48.1,177831.093925293,300.706860706861,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,30.2069211894443,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,48.1
527 hydro,Forsa 6,hydro,7006,13.1,177831.093925293,3824.375,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.33548375219546,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,13.1
528 hydro,Fosse 9,hydro,6653,25.07,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,8.89269630400967,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,25.07
529 hydro,Fossmark 10,hydro,6653,11.04,177831.093925293,208.4,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.91604974855472,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,11.04
530 hydro,Framruste 6,hydro,6666,75.0,177831.093925293,1708.69333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,26.6035988352902,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,75.0
531 hydro,Froystul 3,hydro,6722,45.6,177831.093925293,3290.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,28.4364081173112,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,45.6
532 hydro,Funna 7,hydro,7061,20.6,177831.093925293,2733.98058252427,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.93685190234,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,20.6
533 hydro,Funnefoss 4,hydro,6626,40.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,27.3100647146996,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,40.0
534 hydro,Gamlebrofoss 9,hydro,6732,15.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.2412742680124,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,15.0
535 hydro,Geithusfoss 10,hydro,6732,13.5,177831.093925293,248.148148148148,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.21714684121113,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,13.5
536 hydro,Gjuva 2,hydro,6671,10.0,177831.093925293,3145.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.54714651137203,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,10.0
537 hydro,Ramfoss,hydro,6731,30.0,177831.093925293,173.333333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,20.4825485360247,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,30.0
538 hydro,Ranasfoss 5,hydro,6626,128.4,177831.093925293,296.323987538941,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,87.6653077341858,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,128.4
539 hydro,Refsdal 6,hydro,6649,90.493,177831.093925293,1192.64444444444,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,32.0991929253589,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,90.493
540 hydro,Rekvatn 3,hydro,7007,23.3,177831.093925293,1421.03004291845,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.4898298798591,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,23.3
541 hydro,Aurland Reppa 7,hydro,7006,19.0,177831.093925293,4088.07,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.73848788486365,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,19.0
542 hydro,Ringdal 4,hydro,6680,28.85,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.9910169777287,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,28.85
543 hydro,Rognsfossen 4,hydro,6655,6.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,2.12828790682321,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,6.0
544 hydro,Roskrepp 2,hydro,6707,50.0,177831.093925293,2877.3,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,31.1802720584552,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,50.0
545 hydro,Rosten 3,hydro,6874,80.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,50.2402015624853,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,80.0
546 hydro,Royrvikfoss 2,hydro,6940,16.6,177831.093925293,2001.92771084337,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.76099467835455,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,16.6
547 hydro,Rygene 5,hydro,6372,55.11,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,34.3668958628294,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,55.11
548 hydro,Sagefossen 6,hydro,6647,10.1,177831.093925293,328.930693069307,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.34282544726377,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,10.1
549 hydro,Sagfossen 4,hydro,7007,18.647,177831.093925293,38.5840707964602,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.5947149257396,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,18.647
550 hydro,Sarp 3,hydro,6741,80.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,54.6201294293993,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,80.0
551 hydro,Savalen 2,hydro,6875,62.0,177831.093925293,530.070967741936,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,42.3306003077844,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,62.0
552 hydro,Sildvik 4,hydro,6997,65.0,177831.093925293,2292.2,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,26.4737743429546,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,65.0
553 hydro,Sjona 5,hydro,6934,118.0,177831.093925293,884.769230769231,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,48.0600826533637,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,118.0
554 hydro,Skagen 7,hydro,6666,270.0,177831.093925293,246.186666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,95.7729558070447,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,270.0
555 hydro,Skar 2,hydro,6705,28.3,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.6480339850857,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,28.3
556 hydro,Ovre Tessa 4,hydro,6874,16.0,177831.093925293,3225.625,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.0480403124971,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,16.0
557 hydro,Pikerfoss 11,hydro,6732,15.8,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.7874755623064,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,15.8
558 hydro,Ovre Svultingen,hydro,6744,6.45,177831.093925293,1079.56589147287,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,2.28790949983496,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,6.45
559 hydro,Ovre Markevatn 7,hydro,6647,5.0,177831.093925293,1139.8,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.14001259765533,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,5.0
560 hydro,Ogreyfoss 3,hydro,6356,15.2,177831.093925293,257.565789473684,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.4788027057704,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,15.2
561 hydro,Nedre Markevatn 8,hydro,6647,2.8,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,0.0
562 hydro,Nedre Nea 3,hydro,6870,66.7,177831.093925293,13.8530734632684,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,41.8877680527221,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,66.7
563 hydro,Nedre Porsa 7,hydro,7019,12.8,177831.093925293,1876.875,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.21329710138182,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,12.8
564 hydro,Nedre Svultingen 2,hydro,6744,8.8,177831.093925293,155.681818181818,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.12148893000738,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,8.8
565 hydro,Nedre Tessa 5,hydro,6874,23.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,14.4440579492145,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,23.0
566 hydro,Niingen 4,hydro,6996,17.0,177831.093925293,2314.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.92391021277274,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,17.0
567 hydro,Nisserdam 6,hydro,6372,1.8,177831.093925293,1763.66666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
568 hydro,Nomeland 6,hydro,6365,28.7,177831.093925293,0.374564459930314,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.8974761615533,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,28.7
569 hydro,Novle 2,hydro,6686,40.0,177831.093925293,2354.395,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,24.9442176467642,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,40.0
570 hydro,Nye Verma 4,hydro,6860,23.2,177831.093925293,1500.48,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,14.5696584531207,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,23.2
572 hydro,Oksebotn 3,hydro,6654,11.0,177831.093925293,1833.3,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.90186116250923,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,11.0
573 hydro,Oksenelvane 9,hydro,6647,28.0,177831.093925293,396.857142857143,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.5840705468699,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,28.0
574 hydro,Oldereid 7,hydro,7008,15.0,177831.093925293,2233.13333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.10933254068183,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,15.0
576 hydro,Oltesvik 4,hydro,6356,5.0,177831.093925293,45.82,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.11802720584553,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,5.0
577 hydro,Ormsetfoss,hydro,6863,40.0,177831.093925293,1033.6875,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,25.1201007812427,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,40.0
578 hydro,Orteren 2,hydro,6669,10.0,177831.093925293,2678.8,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.54714651137203,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,10.0
579 hydro,Osa 5,hydro,6721,90.0,177831.093925293,1339.72222222222,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,61.4476456080742,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,90.0
580 hydro,Osbu 8,hydro,6872,20.0,177831.093925293,4372.65,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.5600503906213,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,20.0
581 hydro,Osen 6,hydro,6711,20.59,177831.093925293,258.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.8400360336719,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,20.59
582 hydro,Oslandsbotn 3,hydro,6744,2.9,177831.093925293,911.448275862069,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,0.0
583 hydro,Osvatn 5,hydro,6747,2.3,177831.093925293,1645.21739130435,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,0.0
584 hydro,Nedre Fiskumfoss 5,hydro,6941,41.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,16.9024866958864,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,41.5
585 hydro,Nedalsfoss 8,hydro,7061,25.0,177831.093925293,1.848,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.7000629882767,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,25.0
586 hydro,Myra 11,hydro,6653,3.7,177831.093925293,60.6486486486486,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,0.0
587 hydro,Mykstufoss 5,hydro,6724,48.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.0263032545857,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,48.0
588 hydro,Meraker 9,hydro,7061,86.8,177831.093925293,34.0610599078341,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,54.5106186952966,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,86.8
589 hydro,Mesna 4,hydro,6718,37.5,177831.093925293,1884.13866666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,25.6031856700309,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,37.5
590 hydro,Middyr 3,hydro,6686,1.2999,177831.093925293,1153.84615384615,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,0.0
591 hydro,Mo 10,hydro,6647,12.3,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.72443099023212,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,12.3
