Generator,name,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,source,p_nom_max,p_max_pu,min_up_time,min_down_time,up_time_before,down_time_before,weight,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,country,bidding_zone,p_set_before_scaling
6349 onwind,,onwind,6349,165.55,165.55,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,14843.3818819947,1.0,0.0,0.0,1.0,0.0,4530.76184435694,PQ,wind-onshore,0.0,127.660719517813,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,165.55
6350 onwind,,onwind,6350,60.94,60.94,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6551.14316920664,1.0,0.0,0.0,1.0,0.0,2255.73208377229,PQ,wind-onshore,0.0,46.9927166862914,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,60.94
6351 onwind,,onwind,6351,47.07,47.07,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1943.86967833884,1.0,0.0,0.0,1.0,0.0,761.395380281368,PQ,wind-onshore,0.0,36.2971311851614,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,47.07
6354 onwind,,onwind,6354,727.93,727.93,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,29154.6151200177,1.0,0.0,0.0,1.0,0.0,9343.5979528494,PQ,wind-onshore,0.0,561.32931174027,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,727.93
6580 onwind,,onwind,6580,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3841.51705279791,1.0,0.0,0.0,1.0,0.0,1194.9583687573,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,0.0
6581 onwind,,onwind,6581,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1301.46969706317,1.0,0.0,0.0,1.0,0.0,341.669108371965,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6582 onwind,,onwind,6582,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,145.200643558169,1.0,0.0,0.0,1.0,0.0,35.6374243348835,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6584 onwind,,onwind,6584,10.0,10.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1706.95655568383,1.0,0.0,0.0,1.0,0.0,501.147265459576,PQ,wind-onshore,0.0,6.45619408829216,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,10.0
6585 onwind,,onwind,6585,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1086.38055179604,1.0,0.0,0.0,1.0,0.0,265.843974474277,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6586 onwind,,onwind,6586,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2423.37997588404,1.0,0.0,0.0,1.0,0.0,595.380710522498,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6589 onwind,,onwind,6589,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2639.66391564971,1.0,0.0,0.0,1.0,0.0,816.743292335479,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6592 onwind,,onwind,6592,0.88,0.88,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4237.60903072805,1.0,0.0,0.0,1.0,0.0,1037.34820692624,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6593 onwind,,onwind,6593,0.69,0.69,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3935.05044021931,1.0,0.0,0.0,1.0,0.0,998.583594893691,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6595 onwind,,onwind,6595,0.4,0.4,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3673.43359779185,1.0,0.0,0.0,1.0,0.0,920.018039746002,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6596 onwind,,onwind,6596,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3244.62430082724,1.0,0.0,0.0,1.0,0.0,875.514206138429,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6598 onwind,,onwind,6598,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1039.59724708268,1.0,0.0,0.0,1.0,0.0,269.094608027972,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6599 onwind,,onwind,6599,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1151.19168105661,1.0,0.0,0.0,1.0,0.0,288.810990624351,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6600 onwind,,onwind,6600,0.08,0.08,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4853.81825754281,1.0,0.0,0.0,1.0,0.0,1420.22987832161,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6601 onwind,,onwind,6601,0.43,0.43,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1300.96011192902,1.0,0.0,0.0,1.0,0.0,377.616532489185,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6603 onwind,,onwind,6603,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,854.014075135876,1.0,0.0,0.0,1.0,0.0,241.725006188172,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6604 onwind,,onwind,6604,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,30.6378785755731,1.0,0.0,0.0,1.0,0.0,10.4251587906737,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6606 onwind,,onwind,6606,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,895.425930285857,1.0,0.0,0.0,1.0,0.0,319.047506130204,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6607 onwind,,onwind,6607,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,132.822325843992,1.0,0.0,0.0,1.0,0.0,52.3218105726959,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6609 onwind,,onwind,6609,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,204.369392473959,1.0,0.0,0.0,1.0,0.0,84.3530701277595,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6610 onwind,,onwind,6610,51.0,51.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1539.0328545041,1.0,0.0,0.0,1.0,0.0,505.124970010181,PQ,wind-onshore,0.0,32.92658985029,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,51.0
6613 onwind,,onwind,6613,5.65,5.65,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2250.49052145264,1.0,0.0,0.0,1.0,0.0,779.541416542191,PQ,wind-onshore,0.0,3.64774965988507,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,5.65
6614 onwind,,onwind,6614,2.79,2.79,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,875.111921847654,1.0,0.0,0.0,1.0,0.0,286.777093245635,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6630 onwind,,onwind,6630,256.61,256.61,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,47397.3275617499,1.0,0.0,0.0,1.0,0.0,11058.6743809253,PQ,wind-onshore,0.0,165.672396499665,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,256.61
6631 onwind,,onwind,6631,244.0,244.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,32349.7617074809,1.0,0.0,0.0,1.0,0.0,7257.81172215639,PQ,wind-onshore,0.0,157.531135754329,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,244.0
6632 onwind,,onwind,6632,39.0,39.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7719.69871018993,1.0,0.0,0.0,1.0,0.0,1748.15171993683,PQ,wind-onshore,0.0,25.1791569443394,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,39.0
6634 onwind,,onwind,6634,724.83,724.83,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7378.45849237684,1.0,0.0,0.0,1.0,0.0,1856.44379252939,PQ,wind-onshore,0.0,340.541098146764,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,724.83
6635 onwind,,onwind,6635,187.9,187.9,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7811.48907621098,1.0,0.0,0.0,1.0,0.0,1847.06904488525,PQ,wind-onshore,0.0,121.31188691901,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,187.9
6636 onwind,,onwind,6636,45.0,45.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4174.74629216982,1.0,0.0,0.0,1.0,0.0,997.657888773499,PQ,wind-onshore,0.0,29.0528733973147,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,45.0
6637 onwind,,onwind,6637,46.7,46.7,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5884.16517295107,1.0,0.0,0.0,1.0,0.0,1466.44082653902,PQ,wind-onshore,0.0,30.1504263923244,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,46.7
6638 onwind,,onwind,6638,5.5,5.5,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10095.1558886732,1.0,0.0,0.0,1.0,0.0,2624.2232815433,PQ,wind-onshore,0.0,3.55090674856069,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,5.5
6640 onwind,,onwind,6640,24.72,24.72,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2812.9301599765,1.0,0.0,0.0,1.0,0.0,758.012061633419,PQ,wind-onshore,0.0,15.9597117862582,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,24.72
6642 onwind,,onwind,6642,184.4,184.4,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7606.1931861768,1.0,0.0,0.0,1.0,0.0,2221.00049263319,PQ,wind-onshore,0.0,119.052218988107,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,184.4
6643 onwind,,onwind,6643,0.01,0.01,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4016.81923291209,1.0,0.0,0.0,1.0,0.0,994.365965879776,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6644 onwind,,onwind,6644,37.2,37.2,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7783.0694683889,1.0,0.0,0.0,1.0,0.0,1933.04357353196,PQ,wind-onshore,0.0,24.0170420084468,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,37.2
6646 onwind,,onwind,6646,0.0,0.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7585.34898471343,1.0,0.0,0.0,1.0,0.0,2185.90651047786,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6795 onwind,,onwind,6795,822.98,822.98,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,57224.2030086361,1.0,0.0,0.0,1.0,0.0,11653.7599941108,PQ,wind-onshore,0.0,386.65412986883,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,822.98
6802 onwind,,onwind,6802,338.8,338.8,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8966.54841817371,1.0,0.0,0.0,1.0,0.0,1957.87680637075,PQ,wind-onshore,0.0,159.17570196063,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,338.8
6803 onwind,,onwind,6803,714.48,714.48,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,22720.4796127469,1.0,0.0,0.0,1.0,0.0,5838.16985391993,PQ,wind-onshore,0.0,335.678440191355,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,714.48
6805 onwind,,onwind,6805,246.95,246.95,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3036.42126916952,1.0,0.0,0.0,1.0,0.0,676.84049774442,PQ,wind-onshore,0.0,116.022548994031,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,246.95
6806 onwind,,onwind,6806,40.8,40.8,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5302.65358773573,1.0,0.0,0.0,1.0,0.0,1302.93035378459,PQ,wind-onshore,0.0,19.1687386068291,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,40.8
6807 onwind,,onwind,6807,194.0,194.0,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3340.00991579425,1.0,0.0,0.0,1.0,0.0,841.670481791517,PQ,wind-onshore,0.0,91.1454727873739,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,194.0
6808 onwind,,onwind,6808,38.34,38.34,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4179.86925243995,1.0,0.0,0.0,1.0,0.0,1367.91084400848,PQ,wind-onshore,0.0,18.0129764261233,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,38.34
6815 onwind,,onwind,6815,57.32,57.32,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,38932.149821156,1.0,0.0,0.0,1.0,0.0,9075.99797056149,PQ,wind-onshore,0.0,26.9301984544962,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,57.32
6844 onwind,,onwind,6844,1013.97,1013.97,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,71701.2417481965,1.0,0.0,0.0,1.0,0.0,15945.8183722043,PQ,wind-onshore,0.0,476.385438361925,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,1013.97
6847 onwind,,onwind,6847,824.3,824.3,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,22474.7856975259,1.0,0.0,0.0,1.0,0.0,5109.67684807607,PQ,wind-onshore,0.0,387.274294941403,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,824.3
6849 onwind,,onwind,6849,223.7,223.7,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,11375.4995276722,1.0,0.0,0.0,1.0,0.0,2492.88565580093,PQ,wind-onshore,0.0,105.099186920286,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,223.7
6854 onwind,,onwind,6854,219.5,219.5,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,18184.4542355206,1.0,0.0,0.0,1.0,0.0,4149.22690309481,PQ,wind-onshore,0.0,103.125934416642,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,219.5
6907 onwind,,onwind,6907,128.2,128.2,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,35935.9733592928,1.0,0.0,0.0,1.0,0.0,7318.17330851706,PQ,wind-onshore,0.0,89.6108343137305,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_1,128.2
6929 onwind,,onwind,6929,785.12,785.12,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,78668.5740793494,1.0,0.0,0.0,1.0,0.0,18600.5503874781,PQ,wind-onshore,0.0,368.866668014551,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,785.12
6931 onwind,,onwind,6931,1204.84,1204.84,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,79680.2184590882,1.0,0.0,0.0,1.0,0.0,17125.2417987339,PQ,wind-onshore,0.0,842.174084356904,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_1,1204.84
7062 onwind,,onwind,7062,114.4,114.4,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,60452.5523065694,1.0,0.0,0.0,1.0,0.0,8353.01064019838,PQ,wind-onshore,0.0,79.9647382643586,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_1,114.4
5624 solar,,solar,5624,128.728222499179,128.728222499179,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,4659.5998909599,1.0,0.0,0.0,1.0,0.0,538.079600577959,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,128.728222499179
5642 solar,,solar,5642,112.424477947337,112.424477947337,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,3839.93649655946,1.0,0.0,0.0,1.0,0.0,441.009212654659,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,112.424477947337
5662 solar,,solar,5662,30.8475573949793,30.8475573949793,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,339.190921287037,1.0,0.0,0.0,1.0,0.0,39.3970478814825,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,30.8475573949793
5802 solar,,solar,5802,93.9088911273875,93.9088911273875,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,4113.60124284508,1.0,0.0,0.0,1.0,0.0,442.367918669959,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,93.9088911273875
5805 solar,,solar,5805,72.7616486981291,72.7616486981291,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,3213.00846281013,1.0,0.0,0.0,1.0,0.0,338.673115408962,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,72.7616486981291
5815 solar,,solar,5815,84.7864770881488,84.7864770881488,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2968.49307907158,1.0,0.0,0.0,1.0,0.0,318.702347349662,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,84.7864770881488
5836 solar,,solar,5836,57.943456869861,57.943456869861,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1809.63130185235,1.0,0.0,0.0,1.0,0.0,200.024468282424,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,57.943456869861
5842 solar,,solar,5842,34.1773071520095,34.1773071520095,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1094.72550732794,1.0,0.0,0.0,1.0,0.0,121.962160577732,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,34.1773071520095
5847 solar,,solar,5847,33.2277321329852,33.2277321329852,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1088.46242688484,1.0,0.0,0.0,1.0,0.0,123.220516182769,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,33.2277321329852
6330 solar,,solar,6330,33.8595862214229,33.8595862214229,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,559.389420644939,1.0,0.0,0.0,1.0,0.0,64.3509796768186,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,33.8595862214229
6334 solar,,solar,6334,16.4169960199409,16.4169960199409,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,313.182100731531,1.0,0.0,0.0,1.0,0.0,35.6928316752091,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,16.4169960199409
6385 solar,,solar,6385,60.9356475620521,60.9356475620521,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2724.47874696451,1.0,0.0,0.0,1.0,0.0,301.871075884448,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,60.9356475620521
6388 solar,,solar,6388,150.627832950733,150.627832950733,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,6243.24008853135,1.0,0.0,0.0,1.0,0.0,683.233370049975,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,150.627832950733
6398 solar,,solar,6398,84.6787597915012,84.6787597915012,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,3388.2744403809,1.0,0.0,0.0,1.0,0.0,364.247746815649,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,84.6787597915012
6402 solar,,solar,6402,64.5957181077304,64.5957181077304,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2475.29749730056,1.0,0.0,0.0,1.0,0.0,259.371260605068,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,64.5957181077304
6410 solar,,solar,6410,52.8883815714044,52.8883815714044,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2129.13664786504,1.0,0.0,0.0,1.0,0.0,243.512296314392,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,52.8883815714044
6416 solar,,solar,6416,46.9828156847734,46.9828156847734,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2083.00872152238,1.0,0.0,0.0,1.0,0.0,239.986905869933,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,46.9828156847734
6424 solar,,solar,6424,91.5967505151431,91.5967505151431,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,3169.95720221839,1.0,0.0,0.0,1.0,0.0,356.723049764228,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,91.5967505151431
6434 solar,,solar,6434,48.6117406652816,48.6117406652816,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1873.10960800828,1.0,0.0,0.0,1.0,0.0,205.562341994236,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,48.6117406652816
6571 solar,,solar,6571,1.56651577173037,1.56651577173037,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,135.036426277893,1.0,0.0,0.0,1.0,0.0,13.4381747342508,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6545 solar,,solar,6545,25.376957510916,25.376957510916,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2187.5385578115,1.0,0.0,0.0,1.0,0.0,223.092811010209,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,25.376957510916
6572 solar,,solar,6572,5.00809374192739,5.00809374192739,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,431.706525768038,1.0,0.0,0.0,1.0,0.0,46.1527678046263,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,5.00809374192739
6546 solar,,solar,6546,18.3564838249481,18.3564838249481,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1582.36132663437,1.0,0.0,0.0,1.0,0.0,172.301660316312,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,18.3564838249481
6547 solar,,solar,6547,21.890508933132,21.890508933132,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1887.00053269762,1.0,0.0,0.0,1.0,0.0,193.161099803755,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,21.890508933132
6548 solar,,solar,6548,9.57461587602352,9.57461587602352,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,825.348799044414,1.0,0.0,0.0,1.0,0.0,81.3253926298836,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,9.57461587602352
6549 solar,,solar,6549,7.33641845349146,7.33641845349146,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,632.412228154183,1.0,0.0,0.0,1.0,0.0,62.9020309439416,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,7.33641845349146
6550 solar,,solar,6550,8.81190809952296,8.81190809952296,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,759.602041627968,1.0,0.0,0.0,1.0,0.0,82.0463558516805,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,8.81190809952296
6551 solar,,solar,6551,12.0510069725637,12.0510069725637,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1038.81808532795,1.0,0.0,0.0,1.0,0.0,104.584602101013,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,12.0510069725637
6552 solar,,solar,6552,7.23901882938658,7.23901882938658,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,624.016208530707,1.0,0.0,0.0,1.0,0.0,68.3857616931472,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,7.23901882938658
6553 solar,,solar,6553,6.29458546228138,6.29458546228138,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,542.604384243352,1.0,0.0,0.0,1.0,0.0,56.7861595603567,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,6.29458546228138
6554 solar,,solar,6554,6.0194596361765,6.0194596361765,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,518.888052110342,1.0,0.0,0.0,1.0,0.0,56.1303773289542,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,6.0194596361765
