Generator,name,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,source,p_nom_max,p_max_pu,min_up_time,min_down_time,up_time_before,down_time_before,weight,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,country,bidding_zone,p_set_before_scaling
6351 offwind-dc,,offwind-dc,6351,0.0,0.0,1,1.0,0.015,203107.971810995,0.0,Inf,profile_offwind-dc,279.865699801588,1.0,0.0,0.0,1.0,0.0,141.774449959957,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,0.0
6354 offwind-dc,,offwind-dc,6354,0.0,0.0,1,1.0,0.015,216633.970446693,0.0,Inf,profile_offwind-dc,2580.83194160678,1.0,0.0,0.0,1.0,0.0,1348.61138380138,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,0.0
6580 offwind-dc,,offwind-dc,6580,0.0,0.0,1,1.0,0.015,201325.33653382,0.0,Inf,profile_offwind-dc,34.2468676800944,1.0,0.0,0.0,1.0,0.0,15.1053562837345,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,0.0
6589 offwind-dc,,offwind-dc,6589,0.0,0.0,1,1.0,0.015,214899.202404828,0.0,Inf,profile_offwind-dc,2610.66049714219,1.0,0.0,0.0,1.0,0.0,1230.60186308754,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6600 offwind-dc,,offwind-dc,6600,0.0,0.0,1,1.0,0.015,211321.039556414,0.0,Inf,profile_offwind-dc,5.18511823548672,1.0,0.0,0.0,1.0,0.0,2.34861782895353,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6606 offwind-dc,,offwind-dc,6606,0.0,0.0,1,1.0,0.015,205640.122433285,0.0,Inf,profile_offwind-dc,0.422159406396928,1.0,0.0,0.0,1.0,0.0,0.201256866976227,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6609 offwind-dc,,offwind-dc,6609,0.0,0.0,1,1.0,0.015,212577.609287506,0.0,Inf,profile_offwind-dc,67.2157527234974,1.0,0.0,0.0,1.0,0.0,32.4869664703409,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6610 offwind-dc,,offwind-dc,6610,0.0,0.0,1,1.0,0.015,206035.705205959,0.0,Inf,profile_offwind-dc,146.200541892626,1.0,0.0,0.0,1.0,0.0,64.5798798386446,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6613 offwind-dc,,offwind-dc,6613,0.0,0.0,1,1.0,0.015,204950.766837875,0.0,Inf,profile_offwind-dc,1532.74104418082,1.0,0.0,0.0,1.0,0.0,711.478639719935,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6614 offwind-dc,,offwind-dc,6614,0.0,0.0,1,1.0,0.015,207434.744543597,0.0,Inf,profile_offwind-dc,190.845961582588,1.0,0.0,0.0,1.0,0.0,90.7813179460366,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6803 offwind-dc,,offwind-dc,6803,0.0,0.0,1,1.0,0.015,223301.93596382,0.0,Inf,profile_offwind-dc,336.13075788333,1.0,0.0,0.0,1.0,0.0,163.735167519494,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,0.0
6808 offwind-dc,,offwind-dc,6808,0.0,0.0,1,1.0,0.015,212632.269340824,0.0,Inf,profile_offwind-dc,409.143306980435,1.0,0.0,0.0,1.0,0.0,197.988686265112,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,0.0
6907 offwind-dc,,offwind-dc,6907,0.0,0.0,1,1.0,0.015,207290.344905903,0.0,Inf,profile_offwind-dc,1708.50861601187,1.0,0.0,0.0,1.0,0.0,726.866602911355,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_1,0.0
6929 offwind-dc,,offwind-dc,6929,0.0,0.0,1,1.0,0.015,210951.443645923,0.0,Inf,profile_offwind-dc,48.8627741209073,1.0,0.0,0.0,1.0,0.0,21.8921681874162,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_2,0.0
6931 offwind-dc,,offwind-dc,6931,0.0,0.0,1,1.0,0.015,208325.788324176,0.0,Inf,profile_offwind-dc,388.938777108018,1.0,0.0,0.0,1.0,0.0,161.466249675002,PQ,wind-offshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_1,0.0
5624 onwind,,onwind,5624,535.227452301238,535.227452301238,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6308.56938220797,1.0,0.0,0.0,1.0,0.0,3242.39396303184,PQ,wind-onshore,0.0,474.539931437198,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,535.227452301238
5642 onwind,,onwind,5642,102.119560412847,102.119560412847,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4537.44121670043,1.0,0.0,0.0,1.0,0.0,2245.1781401995,PQ,wind-onshore,0.0,90.54058977796,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,102.119560412847
5662 onwind,,onwind,5662,65.326631153546,65.326631153546,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,265.597405310678,1.0,0.0,0.0,1.0,0.0,139.744167294308,PQ,wind-onshore,0.0,57.9194787848424,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,65.326631153546
5802 onwind,,onwind,5802,417.22193979494,417.22193979494,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6591.02848630076,1.0,0.0,0.0,1.0,0.0,3018.61325400364,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,417.22193979494
5805 onwind,,onwind,5805,201.779048489346,201.779048489346,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5369.84264595295,1.0,0.0,0.0,1.0,0.0,2149.48890457198,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,201.779048489346
5815 onwind,,onwind,5815,103.650935484651,103.650935484651,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4086.94640762357,1.0,0.0,0.0,1.0,0.0,1745.39200176823,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,103.650935484651
5836 onwind,,onwind,5836,77.3439728052322,77.3439728052322,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2477.42901224671,1.0,0.0,0.0,1.0,0.0,1144.75929688027,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,77.3439728052322
5842 onwind,,onwind,5842,66.0037320002215,66.0037320002215,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1061.30800502673,1.0,0.0,0.0,1.0,0.0,513.3029632742,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,66.0037320002215
5847 onwind,,onwind,5847,183.581325455922,183.581325455922,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1431.92964405683,1.0,0.0,0.0,1.0,0.0,721.495984376683,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,183.581325455922
6330 onwind,,onwind,6330,2.29244955442203,2.29244955442203,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,382.706841212052,1.0,0.0,0.0,1.0,0.0,187.448747450062,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,0.0
6334 onwind,,onwind,6334,0.036,0.036,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,107.102160159619,1.0,0.0,0.0,1.0,0.0,49.7757247406355,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_2,0.0
6385 onwind,,onwind,6385,349.297771034538,349.297771034538,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4857.73183299796,1.0,0.0,0.0,1.0,0.0,2291.95485572722,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,349.297771034538
6388 onwind,,onwind,6388,1342.26769561506,1342.26769561506,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10878.3287398328,1.0,0.0,0.0,1.0,0.0,5641.54648498088,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,1342.26769561506
6398 onwind,,onwind,6398,206.338886795546,206.338886795546,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5739.43379348897,1.0,0.0,0.0,1.0,0.0,2480.73728018089,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,206.338886795546
6402 onwind,,onwind,6402,151.569917201987,151.569917201987,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5414.69592167075,1.0,0.0,0.0,1.0,0.0,2329.40935459053,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,151.569917201987
6410 onwind,,onwind,6410,229.566192501869,229.566192501869,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2734.95953007237,1.0,0.0,0.0,1.0,0.0,1346.58078098742,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,229.566192501869
6416 onwind,,onwind,6416,212.9713205333,212.9713205333,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3774.97405999088,1.0,0.0,0.0,1.0,0.0,2068.46521238475,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,212.9713205333
6424 onwind,,onwind,6424,239.979568067137,239.979568067137,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4710.07598826307,1.0,0.0,0.0,1.0,0.0,2369.02628883932,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,239.979568067137
6434 onwind,,onwind,6434,47.5071157807938,47.5071157807938,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2684.36392533211,1.0,0.0,0.0,1.0,0.0,1246.94098768012,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,DK,DK_1,47.5071157807938
6571 onwind,,onwind,6571,46.2627624950392,46.2627624950392,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13021.6663547906,1.0,0.0,0.0,1.0,0.0,3111.8427510162,PQ,wind-onshore,0.0,38.0782432157102,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,46.2627624950392
6545 onwind,,onwind,6545,47.8685422554353,47.8685422554353,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13473.6481896713,1.0,0.0,0.0,1.0,0.0,3153.65611105158,PQ,wind-onshore,0.0,39.3999384403261,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,47.8685422554353
6572 onwind,,onwind,6572,20.2288887748644,20.2288887748644,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5693.86318818942,1.0,0.0,0.0,1.0,0.0,1441.52672961697,PQ,wind-onshore,0.0,16.65011999306,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,20.2288887748644
6546 onwind,,onwind,6546,20.3455420913814,20.3455420913814,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5726.69781554283,1.0,0.0,0.0,1.0,0.0,1705.0465923511,PQ,wind-onshore,0.0,16.7461357326892,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,20.3455420913814
6547 onwind,,onwind,6547,34.5955805064898,34.5955805064898,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,9737.68280167265,1.0,0.0,0.0,1.0,0.0,2443.63597027073,PQ,wind-onshore,0.0,28.4751462659858,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,34.5955805064898
6548 onwind,,onwind,6548,43.7352980193813,43.7352980193813,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,12310.2561978824,1.0,0.0,0.0,1.0,0.0,2942.37075115756,PQ,wind-onshore,0.0,35.9979219847096,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,43.7352980193813
6549 onwind,,onwind,6549,22.8580788324939,22.8580788324939,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6433.90623506662,1.0,0.0,0.0,1.0,0.0,1560.95968401812,PQ,wind-onshore,0.0,18.8141701507971,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,22.8580788324939
6550 onwind,,onwind,6550,16.8890386518507,16.8890386518507,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4753.78932248471,1.0,0.0,0.0,1.0,0.0,1321.52174150499,PQ,wind-onshore,0.0,13.9011353144695,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,16.8890386518507
6551 onwind,,onwind,6551,26.3307613339577,26.3307613339577,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7411.36867897124,1.0,0.0,0.0,1.0,0.0,1722.63442411544,PQ,wind-onshore,0.0,21.6724873322637,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,26.3307613339577
6552 onwind,,onwind,6552,1.21526063447639,1.21526063447639,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,342.061685528607,1.0,0.0,0.0,1.0,0.0,88.7212023327339,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6553 onwind,,onwind,6553,7.32218738042554,7.32218738042554,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2060.98978774525,1.0,0.0,0.0,1.0,0.0,466.718379471114,PQ,wind-onshore,0.0,6.02679167662644,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,7.32218738042554
6554 onwind,,onwind,6554,3.70126863658797,3.70126863658797,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1041.8030112289,1.0,0.0,0.0,1.0,0.0,274.05525029434,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6555 onwind,,onwind,6555,12.6562648030841,12.6562648030841,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3562.38254430469,1.0,0.0,0.0,1.0,0.0,1227.61321002909,PQ,wind-onshore,0.0,10.4171974041962,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,12.6562648030841
6556 onwind,,onwind,6556,4.21058296447331,4.21058296447331,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1185.16066844076,1.0,0.0,0.0,1.0,0.0,380.363153623829,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6567 onwind,,onwind,6567,27.0541746742207,27.0541746742207,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7614.98918595071,1.0,0.0,0.0,1.0,0.0,1860.48920539246,PQ,wind-onshore,0.0,22.2679188981798,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,27.0541746742207
6569 onwind,,onwind,6569,42.2043198943119,42.2043198943119,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,11879.328919312,1.0,0.0,0.0,1.0,0.0,2784.0930842677,PQ,wind-onshore,0.0,34.7377949568311,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,42.2043198943119
6573 onwind,,onwind,6573,63.0150915023555,63.0150915023555,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,17736.9757577331,1.0,0.0,0.0,1.0,0.0,4783.970955598,PQ,wind-onshore,0.0,51.8668547029423,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,63.0150915023555
6617 onwind,,onwind,6617,3.86627536015766,3.86627536015766,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1088.24776257405,1.0,0.0,0.0,1.0,0.0,414.405878444979,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6618 onwind,,onwind,6618,15.3327774024048,15.3327774024048,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4315.7455555707,1.0,0.0,0.0,1.0,0.0,1489.9554818087,PQ,wind-onshore,0.0,12.6201980948224,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,15.3327774024048
6619 onwind,,onwind,6619,35.7511382232581,35.7511382232581,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10062.9397952012,1.0,0.0,0.0,1.0,0.0,2564.16518017476,PQ,wind-onshore,0.0,29.4262699217254,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,35.7511382232581
6621 onwind,,onwind,6621,18.9135905100991,18.9135905100991,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5323.6437236115,1.0,0.0,0.0,1.0,0.0,1381.09511129835,PQ,wind-onshore,0.0,15.5675160903573,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,18.9135905100991
6778 onwind,,onwind,6778,36.5805376614704,36.5805376614704,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10296.3924075567,1.0,0.0,0.0,1.0,0.0,2752.23674829855,PQ,wind-onshore,0.0,30.1089371864528,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,36.5805376614704
6779 onwind,,onwind,6779,83.5346127752726,83.5346127752726,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,23512.6438191596,1.0,0.0,0.0,1.0,0.0,5618.36974179646,PQ,wind-onshore,0.0,68.7561903059311,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,83.5346127752726
6780 onwind,,onwind,6780,82.1880734956347,82.1880734956347,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,23133.6308876481,1.0,0.0,0.0,1.0,0.0,5543.29698264683,PQ,wind-onshore,0.0,67.6478723537756,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,82.1880734956347
6781 onwind,,onwind,6781,72.2262214671048,72.2262214671048,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,20329.6497504382,1.0,0.0,0.0,1.0,0.0,4977.87041907222,PQ,wind-onshore,0.0,59.4484090281267,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,72.2262214671048
6782 onwind,,onwind,6782,44.5549384085108,44.5549384085108,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,12540.9619124255,1.0,0.0,0.0,1.0,0.0,2944.19363529763,PQ,wind-onshore,0.0,36.6725567104253,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,44.5549384085108
6784 onwind,,onwind,6784,21.0074298587716,21.0074298587716,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5913.0006043613,1.0,0.0,0.0,1.0,0.0,1434.98924369734,PQ,wind-onshore,0.0,17.2909264461899,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,21.0074298587716
6785 onwind,,onwind,6785,18.4550631038407,18.4550631038407,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5194.58115629367,1.0,0.0,0.0,1.0,0.0,1265.77985637785,PQ,wind-onshore,0.0,15.190108491785,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,18.4550631038407
6787 onwind,,onwind,6787,91.0215235521895,91.0215235521895,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,25619.9986096469,1.0,0.0,0.0,1.0,0.0,6091.22300417087,PQ,wind-onshore,0.0,74.9185635435503,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,91.0215235521895
6788 onwind,,onwind,6788,93.5329191676329,93.5329191676329,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,26326.8858343926,1.0,0.0,0.0,1.0,0.0,5954.46200047673,PQ,wind-onshore,0.0,76.9856587168223,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,93.5329191676329
6789 onwind,,onwind,6789,89.1632374468723,89.1632374468723,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,25096.9433412163,1.0,0.0,0.0,1.0,0.0,5930.69585284667,PQ,wind-onshore,0.0,73.3890338210174,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,89.1632374468723
6790 onwind,,onwind,6790,164.346846839215,164.346846839215,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,46259.0146066531,1.0,0.0,0.0,1.0,0.0,11028.0284865025,PQ,wind-onshore,0.0,135.271628155577,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,164.346846839215
6810 onwind,,onwind,6810,23.7384079632844,23.7384079632844,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6681.69412332309,1.0,0.0,0.0,1.0,0.0,1868.51913245259,PQ,wind-onshore,0.0,19.5387569446728,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,23.7384079632844
6811 onwind,,onwind,6811,36.4774289625131,36.4774289625131,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10267.3702090608,1.0,0.0,0.0,1.0,0.0,3074.69824423781,PQ,wind-onshore,0.0,30.0240698351576,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,36.4774289625131
6903 onwind,,onwind,6903,321.135126738874,321.135126738874,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,90390.5052285935,1.0,0.0,0.0,1.0,0.0,21043.0276636606,PQ,wind-onshore,0.0,264.321903872083,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,321.135126738874
6909 onwind,,onwind,6909,14.9335826398957,14.9335826398957,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4203.38345854873,1.0,0.0,0.0,1.0,0.0,893.521645717361,PQ,wind-onshore,0.0,12.2916263788794,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,14.9335826398957
6910 onwind,,onwind,6910,19.395849167442,19.395849167442,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5459.38597059257,1.0,0.0,0.0,1.0,0.0,1220.93673873623,PQ,wind-onshore,0.0,15.9644565551459,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,19.395849167442
6911 onwind,,onwind,6911,37.1398587459378,37.1398587459378,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10453.8255601471,1.0,0.0,0.0,1.0,0.0,2847.427729725,PQ,wind-onshore,0.0,30.569306674598,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,37.1398587459378
6914 onwind,,onwind,6914,104.388380445993,104.388380445993,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,29382.392839823,1.0,0.0,0.0,1.0,0.0,6604.33378763165,PQ,wind-onshore,0.0,85.9206395195887,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,104.388380445993
6917 onwind,,onwind,6917,24.1685204425581,24.1685204425581,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6802.75868795504,1.0,0.0,0.0,1.0,0.0,1679.47146338961,PQ,wind-onshore,0.0,19.8927766078447,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,24.1685204425581
6918 onwind,,onwind,6918,23.2400624798012,23.2400624798012,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6541.42388727673,1.0,0.0,0.0,1.0,0.0,1689.47573773049,PQ,wind-onshore,0.0,19.1285756346492,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,23.2400624798012
6919 onwind,,onwind,6919,49.4222162850817,49.4222162850817,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13910.9637269855,1.0,0.0,0.0,1.0,0.0,3238.6324666126,PQ,wind-onshore,0.0,40.6787461549572,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,49.4222162850817
6990 onwind,,onwind,6990,78.4715590279747,78.4715590279747,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,22087.53660381,1.0,0.0,0.0,1.0,0.0,4797.98440763496,PQ,wind-onshore,0.0,64.5888604361574,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,78.4715590279747
6992 onwind,,onwind,6992,73.9924348455743,73.9924348455743,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,20826.7891360999,1.0,0.0,0.0,1.0,0.0,5082.39191897352,PQ,wind-onshore,0.0,60.9021549561485,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,73.9924348455743
6993 onwind,,onwind,6993,49.338420599852,49.338420599852,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13887.3775986139,1.0,0.0,0.0,1.0,0.0,3100.93844202927,PQ,wind-onshore,0.0,40.6097750795066,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,49.338420599852
6994 onwind,,onwind,6994,31.4731956217401,31.4731956217401,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8858.81928363669,1.0,0.0,0.0,1.0,0.0,2006.80072000731,PQ,wind-onshore,0.0,25.9051542326024,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,31.4731956217401
6995 onwind,,onwind,6995,118.491845243963,118.491845243963,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,33352.1214755782,1.0,0.0,0.0,1.0,0.0,7290.11747175527,PQ,wind-onshore,0.0,97.5290073255298,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,118.491845243963
7018 onwind,,onwind,7018,12.3392491835305,12.3392491835305,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3473.15156447449,1.0,0.0,0.0,1.0,0.0,970.314055636306,PQ,wind-onshore,0.0,10.1562662100023,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,12.3392491835305
7054 onwind,,onwind,7054,25.3552693277476,25.3552693277476,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7136.79511804315,1.0,0.0,0.0,1.0,0.0,1540.30310831051,PQ,wind-onshore,0.0,20.8695732851089,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,25.3552693277476
